Unnamed: 0,airline,title,date,content,rate,SeatType,AircraftType,SeatLayout,clean_content
0,tunisair,"""second emergency exit row""",3rd January 2017,"✅ Verified Review |  I usually take the same seat with Tunisair in second emergency exit row, as legroom is more important, and can recline, plus alley seat is reserved for staff. Some amenties/entertainment are missing but this is ok for short flights. Shared information (map, radar etc) TV screens could be useful. I don't recommend business seats as they are in a 3x3 layout too, so not large enough to be worth it.",7.0,Economy Class,A320,3x3,w usually take seat tunisair second emergency exit row legroom important recline seat reserved staff amenties entertainment missing ok short flights shared information map radar tv screens could useful recommend business seats layout large enough worth
0,turkish-airlines,"""no window in that row""",18th August 2021,"✅ Trip Verified |  When reserving the ticket, I have paid for seat selection and selected window seat (7A) for 12€ surcharge. There was no window in that row on that side of the plane. And as the plane was fully booked, I couldn’t change my seat after boarding it. The lack of the window in the seventh row was never mentioned during the reservation process, nor it was on the drawing during the seat selection.",2.0,Economy Class,Boeing 737-800,3x3,serving ticket paid seat selection selected window seat window row side plane plane fully booked change seat boarding lack window seventh row never mentioned reservation process drawing seat selection
1,turkish-airlines,"""It's very disappointing""",2nd September 2020,"✅ Trip Verified |  My family and me were on our way back from 11 day holiday in Turkey, where we've been given 10a-c and 11a-b seats on boarding. Later we learnt those are emergency seats. When airplane started taxiing, crew chief came to my 16 yrs son seating on 10a and told he must leave that place because airline rules. He was separated from the rest of the family to the rear seats. Flight attendant told I can join him after the takeoff, but other attendant didn't allow that. I sent the complaint feedback asking why my son was separated from us, while my 15yrs daughter kept sitting on 11a - emergency exit. I asked why they issued us those boarding passes if that's against security rules? Did the airlines expose my daughter's and other passengers' lives to danger, because they didn't move her to other seat? I tried twice to get the answer, but they're obviously not reading the feedback carefully. They answered only to the reason why my son is displaced, not the other questions. It's very disappointing and will try to avoid THY as much as I can, since they not trying even to give serious explanation or apology.",1.0,Economy Class,A320-200,3x3,amily way back day holiday given c b seats boarding later learnt emergency seats airplane started taxiing crew chief came told must leave place airline rules separated rest family rear seats flight attendant told allow sent complaint feedback asking son separated kept sitting emergency exit asked issued boarding passes security rules airlines expose daughter passengers lives danger move seat tried twice get answer obviously reading feedback carefully answered reason son displaced questions disappointing try avoid thy much trying even give serious explanation apology
2,turkish-airlines,"""Legroom is absolutely unacceptable""",28th November 2019,"✅ Trip Verified |  Legroom is absolutely unacceptable for long-haul. I’d been on TK flights before between, among other routes, Istanbul and São Paulo, Istanbul and Shanghai and Seoul. My knees simply hurt at the end of every trip. The footrest takes up a lot of space and is totally unnecessary. Not considering this airline again, despite the service and nice lounge at IST. Service can be significantly improved as well.",3.0,Economy Class,Boeing 777-300,3x3x3,legroom absolutely unacceptable long haul flights routes paulo knees simply hurt end trip footrest takes lot space totally unnecessary considering airline service nice lounge service significantly improved well
3,turkish-airlines,"""Horrible recliner seat""",25th September 2019,"✅ Trip Verified |  Horrible recliner seat, backrest only recline about 6 cm, no legrest for people above 1,42m. A ripoff, never again",2.0,Business Class,A321,2x2,horrible recliner seat legrest people ripoff never
4,turkish-airlines,"""This is not a business class""",10th August 2019,"✅ Trip Verified |  Flying to Zanzibar from Istanbul. The business class seats are not suitable for a trip of + 7h. This is not a business class but it has the price! Once arrived in Zanzibar, they even don't change the blankets. Worse experience ever.",1.0,Business Class,Boeing 737-800,2x2,lying zanzibar business class seats suitable trip business class price arrived zanzibar even change blankets worse experience ever
5,turkish-airlines,"""Great seating space""",8th July 2019,✅ Trip Verified |  Great seating space. Very impressed and unusual from what I experienced. The aircraft is outdated and seems to be from the years 1980s. Legroom space made the flight enjoyable.,7.0,Economy Class,A330,2x4x2,great seating space impressed unusual experienced aircraft outdated seems years legroom space made flight enjoyable
6,turkish-airlines,"""Stay away, absolutely useless""",20th April 2019,"✅ Trip Verified |  Arrived at Heathrow to check in as unable to online LHR to Istanbul, Istanbul to Male and the return flights. Had already prebooked seats when checking in these were not booked even though confirmation received. Checked with Customer Services - not all seats booked! The ones we were allocated one was booked to another passenger - changed our seats so as together. Also check our ongoing flights to make sure that all seats were booked - all ok. Arrived at boarding and were told that the seats we had been given were allocated to someone else they had to change us again - argued as we required extra leg room which had been paid for - finally found these. On return arrived at Male airport to check in - seats had been allocated to another party - we would have to be moved - extra legroom not available as flight full - asked for confirmation of all this and staff said that he would give this to us at the boarding gate. He did give us the documentation but also we were informed that the people who had booked the seats that we had booked had not turned up so we could have them - put 2 and 2 together and get the answer that we were the people that had not turned but!! but we had and were told that the seats were taken by others. What a joke. On the plane on the short haul it took over an hour to get a drink and food and then on the long haul it took over 2 hours before the cabin crew asked if we wanted a drink and our evening meal, over night flight then the lights went out not crew to be seen they had gone into the hold and were sleeping! 2 hours before landing they then appeared with breakfast and asked if we wanted a drink. I have never been on a flight that was so disorganised and would advise people to stay clear as if you book your seats you may not get them and also be told that you have not turned up!! have complained but the response was negative they can change seats if need be even if paid for. Stay away, absolutely useless.",3.0,Economy Class,A330,2x4x2,arrived heathrow check unable online male return flights already prebooked seats checking booked even confirmation received checked customer services seats booked ones allocated booked passenger changed seats together also check ongoing flights make sure seats booked ok arrived boarding told seats given allocated else change argued required extra leg room paid finally found return arrived male airport check seats allocated party would moved extra legroom available flight full asked confirmation staff said would give gate give documentation also informed people booked seats booked turned could put together answer people turned told seats taken others joke plane short took hour get drink food long haul took hours cabin crew asked wanted drink evening meal night flight lights went crew seen gone hold sleeping hours landing appeared breakfast asked wanted drink never flight disorganised would advise people stay clear book seats may also told turned complained response negative change seats need even paid stay away absolutely useless
7,turkish-airlines,"""Seat space was OK""",20th April 2019,"✅ Trip Verified |  Seat has a good entertainment screen. With a funny controller. Controller has a keypad, joystick buttons and a tv controller. Also, a credit card entrance. You've to lean a bit forward to see outside of your window. Seat space was OK. Arms and legs aren't a problem with this triple seat.",7.0,Economy Class,Boeing 777,3x3x3,good entertainment screen funny controller buttons tv controller also credit card entrance lean bit forward see window seat space ok arms legs problem triple seat
8,turkish-airlines,"""regret choosing this airline""",14th March 2019,"Not Verified |  Took Turkish Airlines from Beirut to Amsterdam via Turkey on 10th March 2019 as the flight timing was convenient. Service on the plane was poor, the staff are tough, No Wifi Connection throughout the flight, and the worst is that my seat in Business class, was defective (the seat doesn't go front or backwards), my seat was 03A and the seat next to me is having the same condition too (doesn't work nor the TV works), and the staffs simply said: ""Sorry Sir"". It was a bad experienced faced. I regret choosing this airline, and will try to avoid taking the same airline in the future.",2.0,Business Class,A330,2x2x2,ook turkish airlines flight timing convenient service plane poor staff tough wifi connection flight worst seat business class defective seat go front backwards seat seat next condition work tv works staffs simply said sorry sir bad experienced faced regret choosing airline try avoid taking airline future
9,turkish-airlines,"""one of my favourites""",9th March 2019,"✅ Trip Verified |  TK's Boeing 777 business class seat in a 2x3x2 cabin layout is one of my favourites, it is very long. I'm 1m 90 and I don't like confined spaces. Unlike cocoon business class seats which many airlines have in a 1x2x1 layout, you can stretch out and sleep in whatever position you like. The ottoman at your feet doubles as a very useable storage space (it easily takes my laptop bag and some extra stuff). I get a good night's sleep nearly every time I fly with Turkish Airlines. With other airlines, it's a bit of a hit-and-miss.",8.0,Business Class,Boeing 777,2x3x2,business class seat cabin layout favourites long confined spaces cocoon business class seats many airlines layout stretch sleep position feet doubles useable storage space easily takes laptop bag extra stuff good night sleep nearly time fly turkish airlines airlines bit hit
10,turkish-airlines,""" personal spaces are much more smaller""",26th November 2017,"✅ Trip Verified |  A320 seats in row 17 could be nightmare for any type and size of person. Row 17 and line 10 2x2 layout and their personal spaces are much more smaller than whole aircraft. The main problem is, Ground services and check-in staff have no idea about seat layout and they give these seats as an emergency out seats (as everyone know, these seats have much more space than other seats ).",1.0,Economy Class,Airbus A321 Sharklets,3x3,seats row could nightmare type size person row line layout personal spaces much smaller whole aircraft main problem ground services check staff idea seat layout give seats emergency seats know seats much space seats
11,turkish-airlines,"""seats were extremely comfortable""",17th October 2017,"✅ Verified Review |  Flying on a late evening flight from ATH to IST. Flight duration of an hour and 40 minutes approximately. The seats were extremely comfortable with blue leather-like upholstery. Clean and very pleasant to look at! More than enough legroom to bend and stow a bag under the front seat. Also enough width to wear a jacket, fasten the seatbelt around it and still have enough space to feel comfortable and not squeezed between two fellow passengers! I seldom use the reclining function for flights of less than two hours due to back problems, but judging from my family members who tried it, was satisfactory.",7.0,Economy Class,A321,3x3,w flying late evening flight ist flight duration minutes approximately seats extremely comfortable blue leather upholstery clean pleasant look enough legroom bend stow bag seat also enough width wear jacket seatbelt still enough space feel comfortable squeezed fellow passengers seldom use reclining function flights less hours due back problems judging family members tried
12,turkish-airlines,"""get an even more relaxed position""",20th July 2016,"Seats on the Turkish Airlines A330 were just fine. Not abnormally large, however the recline feature also moves the bottom of the seat so you get an even more relaxed position. The TVs were just fine (not as nice as what you'll find on a B787, but good selection) and the USB ports were readily available.",9.0,Economy Class,A330-300,2x4x2,ne abnormally large however recline feature also moves bottom seat get even relaxed position fine nice find good selection usb ports readily available
13,turkish-airlines,"""economy seat is okay""",17th July 2016,Turkish Airlines from Kuala Lumpur to Munster via Istanbul and back from Berlin to Kuala Lumpur via Istanbul in June/July 2016. The economy seat is okay but just about the same as other average long-haul airlines. The seat leg-room and width were just enough. I could not use the wifi and there was no information booklet or screen about how to use wifi.  It Would be better if they provide information about how to use the onboard wifi.,8.0,Economy Class,A330,2x4x2,conomy seat average long airlines seat leg room width enough could use wifi information booklet screen use wifi would better provide information use onboard
14,turkish-airlines,"""space is not comfortable""",18th May 2016,"For long distance flights over 7 hours like I do, the seat space is not comfortable. At least the viewing screen is OK. But if you have to go to the toilet you have to skip over your co-passenger. If he/she is not related, is kind of akward.",4.0,Economy Class,A340,2x4x2,long distance flights hours seat space comfortable least viewing screen ok go toilet skip co passenger related
15,turkish-airlines,"""poor seats designed for short haul """,28th March 2016,"Had a very bad flight on a normally great airline. Was expecting to get on the normal widebody flight for the 6.5 hour flight from Kabul to Istanbul and much to my surprise when I entered the plane and it was old - one of the original A320 configurations from many years ago! Narrowbody not normally used for this long haul flights. Poor seats - designed for short haul flights, so no headrest adjustments for more comfort or napping. No entertainment, it had the old school bulkhead monitors but even they were non functional for the whole 7 hours from boarding to disembarkation. No meal selection - ran out of 2nd choices. This was one of the worst TK flights I have in a long time and the second time on TK707 that the entertainment system (1st was only my seat affected) was not working and not nice on a long haul flight when you paid for that service. Right after I got off this flight I had a short flight (3hrs) to another European destination and had another A320 but this was outfitted for international travel with comfortable seats even, though it too had a antiquated bulkhead Entertainment system. Too bad Turkish Airlines did not make the right corporate decision to send this A320 on my first route, at least the seats would have been comfortable!",2.0,Economy Class,A320,3x3,bad flight normally great airline expecting normal widebody flight hour flight much surprise entered plane old original configurations many years ago narrowbody normally used long haul flights poor seats designed short haul flights headrest adjustments comfort napping entertainment old school bulkhead monitors even non functional whole hours boarding disembarkation meal selection ran choices worst tk flights long time second time entertainment system seat affected working nice long flight paid service right got flight short flight european destination outfitted international travel comfortable seats even antiquated bulkhead entertainment system bad turkish airlines make right corporate decision send first route least seats would comfortable
16,turkish-airlines,"""change of plane & configuration""",25th February 2016,"Business class some A321 have a 3x3 with a free seat in the middle which is just average, some have the 2x2 with great room, and the cabin is so much better. The only problem with TK as in many other European carriers, the change of plane and configuration without any notice. Reserved a return to Ist from Bru and checked thouroughly the configuration, which is to me a decisive point to make reservation and travel. One way last weekend change planes without notice and the return was fab. 2x2 a little bigger cabin. ",10.0,Premium Economy,A321,3x3,business class free seat middle average great room cabin much better problem many european carriers change plane configuration notice reserved return checked thouroughly configuration decisive point make reservation travel way last weekend change planes notice return fab little bigger cabin
17,turkish-airlines,"""meal was magnificent""",12th February 2016,"Turkish Airlines from Frankfurt to Istanbul and back February 2016. The cabin and the toilets were clean and economy passengers had their own entertainment system on the seats. The Entertainment included current movies from different countries. Music, too. The meal was magnificent. It was typical Turkish cuisine. The cabin staff was very friendly and professional. ",10.0,Economy Class,A321,3x3,back cabin toilets clean economy passengers entertainment system seats entertainment included current movies different countries music meal magnificent typical turkish cuisine cabin staff friendly professional
18,turkish-airlines,"""seat reclined barely""",27th January 2016,"I had a business class ticket, but this Boeing 737-800 was clearly not business class. Worst business class flight I have had. Seat reclined barely a speck and was very uncomfortable. Would never fly this plane on Turkish Airlines again, though my other experiences in true business class on Turkish were outstanding. There was no storage space, and minimal, cold unappetizing food served",1.0,Premium Economy,Boeing 737-800,2x2,business class ticket clearly business class worst business class flight seat reclined barely speck uncomfortable would never fly plane turkish airlines experiences true business class turkish outstanding storage space minimal cold unappetizing food served
19,turkish-airlines,"""With our without headrests""",18th January 2016,"This review is only about the Boeing 737-800s operating out of Sabiha Gökcen Airport; those operating out of Atatürk Airport have a bigger variety of seats. Boeing 737-800s are the only type of aircraft TK operates out of Sabiha Gökcen. They come in two versions : With our without adjustable headrests. For the rest, their seats are identical - leather seats which are fairly comfortable and with sufficient leg room. There are no personal IFE screens, but small IFE boxes under the B and E seats for the overhead screens. Beware that the seats from the front up to the emergency exit rows do have moveable legrests which might interfere with your kneecaps when stowed. If you don't like that, stay with the seats in the rear of the plane and you'll be fine.",8.0,Economy Class,Boeing 737-800,3x3,operating operating bigger variety seats type aircraft operates come versions adjustable headrests rest seats identical leather seats fairly comfortable sufficient leg room personal screens small seats overhead screens beware seats front emergency exit rows moveable legrests might interfere stowed stay seats rear plane fine
20,turkish-airlines,"""avoid the A321""",20th December 2015,"Turkish Airlines cabin interiors on the narrowbody fleet are hit-and-miss, ranging from older but not uncomfortable seats with no IFE in the 737s operating out of Sabiha Gökcen Airport to seats with adjustable headrests and personal IFE screens in the A321s. All quite fine, except for the newer A321s from tailsign TC-JSN onwards carrying the Thales Avant IFE system on board. Of course it's pretty awesome to see a 3D view of the plane on the flight stats channel, but why do they have to come with huge boxes for the IFE under the seat in front of you?  If you're lucky to have a seat with one of those things waiting for you, be prepared to sit misaligned for the whole flight and - if you have big feet plus it's a window seat - to squeeze your feet over each other in the little space left between the IFE box and the cabin wall. Also forget to use the IFE boxes as a footrest, they come with sharp edges and you'd also kick the person sitting in front of you in the back. So to stay safe, try to avoid the A321 as they're currently getting more and more of those planes. Go for A320 or if possible fly to Sabiha Gökcen - no personal IFE (who needs that anyway on a 2,5 hours flight?) but sufficient space to store your feet.",5.0,Economy Class,A321,3x3,nteriors narrowbody hit ranging older uncomfortable seats operating seats adjustable headrests personal screens quite fine newer onwards carrying thales avant system course pretty awesome see view plane flight stats come huge boxes seat front lucky seat things waiting prepared sit misaligned whole flight big feet window seat squeeze feet little space left cabin also forget use boxes come sharp edges also kick person sitting front back stay safe try avoid currently getting planes go possible fly personal needs anyway hours flight sufficient space store feet
21,turkish-airlines,"""only room for one foot""",19th December 2015,"Turkish Airlines A330-200 seats are less comfortable than newer ones on their narrowbody aircraft, pretty hard cushion for a long haul flight but the seat pitch is okay, but not the legroom. In the rear economy cabin, under seats B, D and J you find big boxes for the inflight entertainment, under seats A, E, F and K you find huge ones. Only the G seats come with sufficient legroom. While the big boxes do reduce the legroom, the huge boxes leave only room for one foot (no room for the left foot under A and E seats, no room for the right foot under F and K seats). Didn't check the forward economy cabin, so maybe the position of the IFE boxes is a bit different. The boxes don't have sharp edges so you can put a foot on them. Besides, there are footrests installed, but only in front of the IFE boxes. So at every seat you find a misaligned footrest for only one of your feet, depending if the IFE box is on the right or left side of the seat in front of you. When folded up, the footrest bumps against you knee (also just one of your both) when the person in front of you reclines the seat. Needless to say that these notorious IFE boxes make it impossible to somehow sit comfortable - you have the choice between one foot up, one down or sitting misaligned with your feet over each other. What a remarkable coincidence that on my flight today I had a seat with a huge IFE box (full flight, so no other seats avaliable), but the IFE itself wasn't working at all. Had another flight on an A330-300 earlier this year and didn't have a bad experience with the IFE boxes there - they also have different seats in these aircraft. I fly Turkish a lot and I'm quite satisfied, but just stay away from those A330-200s!",2.0,Economy Class,A330-200,2x4x2,seats less comfortable newer ones narrowbody aircraft pretty hard cushion long haul flight seat pitch okay legroom rear economy cabin seats find big boxes entertainment seats find huge ones seats come sufficient legroom big boxes reduce legroom huge boxes leave room foot room left foot seats room right foot seats check forward economy cabin maybe position boxes bit different boxes sharp edges put foot footrests installed front boxes seat find misaligned footrest feet depending right left side seat front folded footrest bumps also person front reclines seat needless say notorious boxes make impossible somehow sit comfortable choice foot sitting misaligned feet remarkable coincidence flight today seat huge box full flight seats avaliable ife working flight earlier year bad experience ife boxes also different seats aircraft fly turkish lot quite satisfied stay away
22,turkish-airlines,"""the worst flight ever!""",9th September 2015,"Flew with Turkish Airlines from Istanbul to Lagos. I have to say, the worst flight ever! They changed our seats,and I was sitting at the 28F instead of 14G I had booked! The TV didn't have any controller, only a TV touchscreen which you had to press on one for 3 minutes until it recognised your hand. The only thing I liked was the food and the movies. The toilets were dirty.  It's the last time I'll fly with Turkish Airlines.",4.0,Economy Class,A330,2x4x2,lew say worst flight ever changed seats sitting instead booked tv controller tv press minutes recognised hand thing liked food movies toilets dirty last time fly turkish airlines
23,turkish-airlines,"""last time I'll fly Turkish Airlines""",3rd September 2015,"Flew with Turkish Airlines from Istanbul to Lagos. They changed our seats, and I was sitting at 28F instead of 14G I had booked! The TV didn't have any controller, only a TV touchscreen which you had to press on one for 3 minutes until it recognised your hand. The only thing I liked was the food and the movies. The toilets were dirty. Cabin crew was friendly overall. It's the last time I'll fly with Turkish Airlines.",4.0,Economy Class,A330,2-4-2,lew changed seats sitting instead booked tv controller tv press minutes recognised hand thing liked food movies toilets dirty cabin crew friendly overall last time fly turkish airlines
24,turkish-airlines,"""very good seat for money""",21st July 2015,Very good seat for money. Like a business class seat of some airlines.,10.0,Premium Economy,Boeing 777-300ER,2×3×2,good seat money business class seat airlines
25,turkish-airlines,"""unacceptable seating""",28th June 2015,"Unacceptable seating, row 5 was in permanent recline into row 6 and no recline option on the seats in row 6. The distance from my face to the back of the seat was 6 inches. The trays had been polished so that the wine and food promptly slid into my lap, the fact that the tray table was already at an angle didn't help. On landing preparation I asked the attendant to put the row 5 seat upright and he could not.",1.0,Economy Class,Boeing 737-800,3x3,unacceptable seating row permanent recline row recline option seats row distance face back seat inches trays polished wine food promptly slid lap fact tray table already angle help landing preparation asked row seat upright could
26,turkish-airlines,"""seat is very uncomfortable""",29th March 2015,VIE to IST and then to CMB. Both with A330-300. The seat is very uncomfortable: narrow poor pitch and very hard. Best you sit on the pillow. On the way back A330-300 CMB-IST and A320 IST-VIE. While seat pitch on the A320 is even worse the seat is more comfortable and wider.,4.0,Premium Economy,AIRBUS A330-300,2x4x2,seat uncomfortable narrow poor pitch hard best sit pillow way back seat pitch even worse seat comfortable wider
27,turkish-airlines,"""had a very minimal recline""",3rd March 2014,The seat while comfortable had a very minimal recline. There was plenty of room to go back more but the seat did not. For LAX-IST worth the $ as economy was full & looked cramped.,7.0,Premium Economy,BOEING 777-300,2x3x2,seat comfortable minimal recline plenty room go back seat worth economy full looked cramped
28,turkish-airlines,"""experience was similar to flying on easyjet""",12th January 2014,We travelled London to Istanbul on an afternoon/evening flight. I had thought that Turkish Airlines was a good quality airline but the experience was similar to flying on easyjet. We had seats in row 8 which has no row of seats behind it - seats B C D and E I would definitely recommend especially if you like to recline. Seats A and F I would not recommend as they couldn't recline at all - though my seat seemed not to be fully upright with a very curved seat back and I got a bad headache halfway through because of the inability to sit up straight. I wouldn't recommend paying for business class as the only difference was seats were 2x2 and food was served more regularly. There was only a flimsy partition to separate from economy. Overall the seats were okay width-wise and seemed to have a good recline (apart from mine). There was also a small fold-out metal footrest and the headrest wings moved forward or backwards.,7.0,Premium Economy,AIRBUS A320,3x3,avelled afternoon evening flight thought good quality airline experience similar flying easyjet seats row row seats behind seats b c e would definitely recommend especially recline seats would recommend seat seemed fully upright curved seat back got bad halfway inability sit straight recommend paying business class difference seats food served regularly flimsy partition separate economy overall seats seemed good recline apart mine also small fold metal footrest headrest wings moved forward backwards
29,turkish-airlines,"""aisles seemed especially narrow""",12th January 2014,This aeroplane was much nicer than the A320 we'd flown on one week earlier. Seats were wider headrests moved up and down recline was good there were individual screens - though only one movie which started about an hour into the flight. Economy seats began at row 11 and both rows 11 and seats 12 A and F have good legroom. The person in front of me had his seat fully reclined the whole flight which was annoying but not as bad as some flights I've been on. It was difficult to eat my meal that way too. The aisles seemed especially narrow and I had to walk sideways to get to the toilet. Everyone had to move their legs/elbows/etc when someone walked down the aisle - doesn't seem very good. Couldn't they make the plane 20cms wider?! Business class had a slightly sturdier partition on this plane though still a flimsy curtain separating them from economy.,8.0,Premium Economy,AIRBUS A321,3x3,aeroplane much nicer flown week earlier seats wider headrests moved recline good individual screens movie started hour flight economy seats began row rows seats good legroom person front seat fully reclined whole flight annoying bad flights difficult eat meal way aisles seemed especially narrow walk sideways get toilet move legs elbows walked aisle seem good make plane cms wider business class slightly sturdier partition plane still flimsy curtain separating economy
30,turkish-airlines,"""this seat was satisfactory""",6th June 2010,"I'm 6'2"" tall this seat was satisfactory. Just be careful if the person in front of you reclines their seat your trip will be miserable.",6.0,Economy Class,B777-300ER,3x3x3,all seat satisfactory careful person front reclines seat trip miserable
31,turkish-airlines,"""less roomy and comfortable than I expected""",11th January 2010,"The seat was less roomy and comfortable than I expected for a more than 10 hour flight. There was not enough space for the legs and I cannot really imagine how passengers with long legs could stand to sit in this ""spacious"" seat. I didn't have the heart to fully lower my seatback since I worry about the comfort of the passenger sat behind me.",4.0,Economy Class,A330,2x4x2,seat less roomy comfortable expected hour flight enough space legs can really imagine passengers long legs could stand spacious seat heart fully lower seatback worry comfort passenger sat behind
32,turkish-airlines,"""seat pitch is good""",7th February 2009,If you are travelling with A340 or A330 be sure to get a window seat. The seat pitch is good and access is generally easy-in some conditions very hard. However if you are not travelling with A330 or A340 get an aisle seat. The seat pitch is not okay is somewhat uncomfortable. If you want an easy access to the aisle don't get a window seat.,8.0,Economy Class,A330,2x4x2,avelling sure get window seat seat pitch good access generally easy conditions hard however travelling aisle seat seat pitch somewhat uncomfortable want easy access aisle get window seat
0,united-airlines,"""Cramped seat in so-called Polaris class""",4th July 2021,✅ Trip Verified |  Cramped seat in so-called Polaris class. No room for legs with seat fully extended. Worst business class seat ever. United should just rip out these seats and start over again.,1.0,Business Class,Boeing 787,1x2x1,cramped seat called room legs seat fully extended worst business class seat ever seats start
1,united-airlines,"""first class seat 4A is OK""",9th February 2021,"✅ Trip Verified |  The first class seat 4A is OK. The seat recline comfort and armresting is average. It's spacious enough, and fairly comfortable. However, the leg for say someone taller might be an issue with knee room restrictions. I'm 5'10. Especially, if the person forward of you reclines all of the way without any considerations. Bear in mind though that the row behind you is an economy one. There is NO physical bulkhead separation on these aircraft. Sometimes you'll get someone with happy feet kicking your seat. I hate this inconsiderate behavior. Knowingly or not. The direct overhead space (left aircraft seats with ""A"" designation. i.e. 1A, 2A, 3A, etc...) is for very small items. Like a coat or jacket. The overhead space in say seat 4B, you can fit a pretty good sized regulation carry on like a 22x14x8"" or a good size back pack NO problems. All in all, the EMB 170/175/190's is a much more comfortable aircraft than say the older, very cramped ERJ135/145 regional jets.",6.0,First Class,Embraer 175,1x2,st class seat ok seat recline comfort armresting average spacious enough fairly comfortable however leg say taller might issue knee room restrictions especially person forward reclines way considerations bear mind row economy physical bulkhead separation aircraft sometimes happy feet kicking seat hate inconsiderate behavior knowingly direct overhead space left aircraft seats designation small items coat overhead space say seat fit pretty good sized regulation carry good size back pack problems emb much comfortable aircraft say older cramped regional jets
2,united-airlines,"""seat was new and comfortable""",24th February 2020,"Not Verified |  Boeing 767-400 seat was new and comfortable. A lot of place (I'm oversize). The inflight fun system was new, and movie offer was on a high level.",8.0,Economy Class,Boeing 767-400,2x4x2,seat new comfortable lot place oversize inflight fun system new movie offer high level
3,united-airlines,"""Outdated seats""",12th January 2020,"✅ Trip Verified |  Outdated seats, No footrest. Entertainment system about as old as possible with failing control dials in the armrest. The product is only matched by Copa Airlines, making travel choices very hard to Central America and part of South America, based on comfort value.",2.0,Business Class,Boeing 737-800,2x2,outdated seats footrest entertainment system old possible failing control dials armrest product matched copa airlines making travel choices hard based comfort value
4,united-airlines,"""We have yet to receive a refund""",8th August 2019,✅ Trip Verified |  This review is about United's seat purchase option. My wife and I purchased particular seats on a flight to Maui so that we could sit behind other members of our family. We paid $29 for an aisle seat and $19 for the middle seat. Those seats were on our boarding passes when we checked in the day before. But at the time of the flight they were taken away. We have yet to receive a refund of cash paid. Beware of exercising this option: it is no guarantee of getting the seat you purchase!,2.0,Economy Class,Boeing 757,3x3,urchase option wife purchased particular seats flight could sit members family paid aisle seat middle seat seats boarding passes checked day time flight taken away receive refund cash paid beware exercising option guarantee getting seat purchase
5,united-airlines,"""spacious in the first row""",27th June 2019,"✅ Trip Verified |  I was sitting in row 1, and it feels spacious whenever I sit in the first row. The Polaris bedding always makes me feel relaxed and ready to sleep. Even though it was the other old design, it still feels nice and soft.",10.0,Business Class,Boeing 777-200ER,2x2x2,sitting row feels spacious whenever sit first row bedding always makes feel relaxed ready sleep even old design still feels nice soft
6,united-airlines,"""a fair amount of room""",12th May 2019,"Not Verified |  Overall, very good experience with Boeing 737-900 Premium Economy class from Newark to Punta Cana. The flight was smooth and fast, the flight attendants were very nice and helpful. The seats were clean and had a fair amount of room for Premium Economy in the United States.",8.0,Premium Economy,Boeing 737-900,3x3,overall good experience premium flight smooth fast flight attendants nice helpful seats clean fair amount room premium economy
7,united-airlines,"""find this seat to be competitive""",16th March 2019,"✅ Trip Verified |  Boeing 787-10, seat 20J This review is for the Premium Plus seat, which is United Airlines's true premium economy offering. The seat has been installed in all B787-10s and B777-300ERs, and some B777-200s. However, the Premium Plus service does not begin until later in March. The seat is wider and has a deeper recline, allowing me to sleep quite well. Electric sockets and USB plugs are on the inside armrest which is a bit difficult to access, but at least for Premium Plus, every passenger has their own plug (vs. United Economy where every 3 seats must share 2 plugs). I find this seat to be competitive to other premium economy offerings and recommend it.",10.0,Premium Economy,Boeing 787-10,2x3x2,seat premium seat true premium economy offering seat installed ers however premium service begin later seat wider deeper recline allowing sleep quite well electric sockets usb plugs armrest bit difficult access least premium passenger plug seats must share plugs find seat competitive premium economy offerings recommend
8,united-airlines,"""is a very roomy seat""",3rd March 2019,"✅ Trip Verified |  This is a review of the Premium Plus seat. (Premium Plus service will begin in March.) My seat was 20K. Overall, this is a very roomy seat and compares favorably with other premium economy offerings. The recline and calf-rest (available only in bulkhead seats) make sleeping easy. On this flight, I went to sleep after the first meal service and slept straight through until the second meal service, an hour away from Newark.",10.0,Premium Economy,Boeing 777-300ER,2x4x2,w premium seat premium service begin seat overall roomy seat compares favorably premium economy offerings recline calf rest available bulkhead seats make sleeping easy flight went sleep first meal service slept straight second meal service hour away
9,united-airlines,"""most uncomfortable seating""",31st January 2019,"✅ Trip Verified |  
This was the most uncomfortable seating I have ever been subjected to in over fifty years of worldwide flying. It was extremely cramped and the seat bottom was very hard. I had to put a blanket and a sweater under me to alleviate the pain of this hard seat. I had applied moths ahead for a paid upgrade to first class but was unable to get the upgrade in either direction on a trip from SFO to Maui (OGG). The seating on the way back on a Boeing 757-200 was marginally better with 2"" more legroom and the same seat hardness. I am already booked first class SFO to MIA return in May/June 2019 but wish I wasn't.",1.0,Economy Class,Boeing 737MAX,3x3,uncomfortable seating ever subjected years worldwide flying extremely cramped seat bottom hard put blanket sweater alleviate pain hard seat applied moths ahead paid first class unable get upgrade direction trip seating way back marginally better legroom seat hardness already booked first class may
